,Country,Sector,Industry,Net_Income_Ratio,Operating_Income_Ratio,Gross_Profit_Ratio,EPS,Working_Capital,ROE,PE_Ratio,PB_Ratio,Current_Ratio,Debt_To_Equity,Debt_To_Asset,Dividend_Yield,Market_Capital,Net_Income_Ratio_Ranking,Operating_Income_Ratio_Ranking,Gross_Profit_Ratio_Ranking,EPS_Ranking,Working_Capital_Ranking,ROE_Ranking,PE_Ratio_Ranking,PB_Ratio_Ranking,Current_Ratio_Ranking,Debt_To_Equity_Ranking,Debt_To_Asset_Ranking,Dividend_Yield_Ranking,Market_Capital_Ranking
FOXA,US,Communication Services,Broadcasting,0.0812,0.148825,0.365439,1.62175,5580000000.0,0.09896968496136319,15.789578378378378,1.56268959778086,3.9275970619097587,1.1547453933029523,0.5359080459770115,0.021237763751471045,15773788800.0,1741,1532,2247,1550,134,1713,3073,2134,866,2345,2121,1334,976
NCMI,US,Communication Services,Advertising Agencies,0.08116,0.347572,0.697617,0.46411,134800000.0,-0.09512516469038208,14.737965569445983,-1.40195140199473,2.1280334728033474,-3.9776021080368906,1.3358407079646017,0.23588427298514125,532040557.057,1742,754,821,2365,1609,3439,2984,197,1689,156,4735,93,2974
SB,MC,Industrials,Marine Shipping,0.081098,0.222749,0.930649,0.15772,49205000.0,0.033925481552305486,8.369243621399178,0.28393062008452813,1.5669823930678466,1.3578251985226615,0.575880349134207,0.0856391910900625,134225929.20000002,1743,1137,147,2658,2159,2623,2313,448,2278,2614,2395,346,3857
VNCE,US,Consumer Cyclical,Apparel Manufacturing,0.081016,-0.054346,0.475576,2.54801,23967000.0,0.2324208594586328,4.254297012764837,0.9887873680990976,1.2654829026219303,1.7703165621654686,0.6390304221340208,,129313612.0,1744,3363,1743,1047,2441,602,2040,1347,2698,2987,2773,2359,3878
LIN,GB,Basic Materials,Specialty Chemicals,0.080948,0.103904,0.410373,4.19135,-1808000000.0,0.046562334433712355,49.03158773698031,2.2830251860251862,0.8513157894736842,0.7649264376248115,0.4334041472313305,0.016878325874598917,112037177979.0,1745,1936,2019,578,3905,2474,4099,2654,3297,1778,1550,1511,460
TRIP,US,Consumer Cyclical,Travel Services,0.080769,0.119872,0.9397435897435897,0.89362,98000000.0,0.10852713178294573,30.999999896666665,3.364341074056848,1.2252873563218392,0.7088716623600344,0.41481854838709675,0.12493599632019114,3905999986.98,1746,1792,125,2023,1802,1527,3786,3089,2763,1690,1460,201,1639
LITE,US,Technology,Communication Equipment,0.080722,0.121589,0.387347,1.74613,1767000000.0,0.07746398353533043,48.481549815498155,3.7555739766750516,7.243816254416961,0.8823462154127601,0.4687481018040454,,6569250000.0,1747,1773,2124,1447,305,2073,4091,3212,390,1952,1726,2359,1335
HMC,Japan,Consumer Cyclical,Auto Manufacturers,0.08071589868394462,0.06164004079146725,0.2081784714176193,0.228827,1366170000.0,,117.09981775800864,,1.2284135891514705,,0.5805015514379119,0.001166921805937987,150176300681.2068,1748,2407,3051,2584,386,4758,4366,4719,2758,4785,2418,2125,408
SPNS,IL,Technology,Software Application,0.080593,0.116279,0.397701,0.51817,42311000.0,0.11726886457360636,49.89340763515831,5.850943263083116,1.4032999084947384,1.021369946251212,0.5052860057335977,0.008406690019573379,1309552270.2,1749,1825,2069,2306,2211,1396,4111,3604,2509,2150,1927,1863,2374
WWE,US,Communication Services,Entertainment,0.080235,0.121309,0.33551531482379987,0.85404,59966000.0,0.27989002128385987,72.52260567991591,20.29835364731264,1.1741456218200403,2.603847802241706,0.7225188035471507,0.006697664511947008,5588664516.3,1750,1777,2408,2051,2067,479,4239,4103,2843,3471,3259,1937,1423
TGH,BM,Industrials,Rental & Leasing Services,0.080177,0.314756,0.729993,0.98721,121488000.0,0.045041246519117756,10.018149460545802,0.45122993951781004,1.405169337491037,3.1310971518502373,0.7579335553626184,,568269510.0,1751,820,694,1951,1669,2490,2481,577,2506,3640,3428,2359,2921
WEN,US,Consumer Cyclical,Restaurants,0.080129,0.148673,0.642328,0.58254,204349000.0,0.2652030854502391,37.008777019132474,9.814841854213832,1.5843585036231262,8.672590194031672,0.896615076216396,0.019014274602015276,5067981925.0,1752,1534,1059,2238,1368,513,3921,3896,2250,4439,4232,1421,1489
GHY,US,Financial Services,Asset Management,0.080001,0.781825,0.785143,0.11301,,0.007292985632251106,118.74587179647956,0.8660119369008573,0.0,0.38117695733868556,0.2759798090762571,0.09351713969160703,549198469.6,1753,230,492,2703,4157,2883,4371,1085,4175,1080,844,314,2950
VLRS,Mexico,Industrials,Airlines,0.08,-0.01,0.67,0.0,561136000.0,,1639212.6855000001,,7.855411530426497,,0.2737061990556434,,13113701484.0,1754,3170,944,2894,752,4758,4728,4719,345,4785,834,2359,1034
CRVL,US,Financial Services,Insurance Brokers,0.079998,0.102513,0.21262358056481911,2.54688,75302000.0,0.24973248783676225,20.38113303923845,5.089831058821049,1.563262497288483,1.194179567869022,0.5442487868159324,,965596940.0,1755,1953,3028,1050,1944,550,3346,3504,2281,2405,2183,2359,2572
JJSF,US,Consumer Defensive,Packaged Foods,0.079916,0.098573,0.295326,5.00127,385123000.0,0.11372580062872488,37.65758593108976,4.282639109758189,4.176691357210023,0.22259403586922236,0.18206700616772242,0.01026254390032383,3570654640.4,1756,1988,2624,450,983,1446,3934,3341,808,769,529,1781,1695
OSN,CN,Basic Materials,Steel,0.079835,0.114079,0.160967,0.56031,130199320.0,0.09583006062288325,5.015074987577971,0.4805949400879024,4.175555218974212,0.535150357730405,0.34859800868077917,,55613019.1,1757,1841,3280,2263,1629,1770,2076,606,809,1381,1148,2359,4216
ICUI,US,Healthcare,Medical Instruments & Supplies,0.079793,0.084789,0.37265915236675173,4.68949,633729000.0,0.07336027602951982,37.858456772405596,2.7773068388753193,3.5505457443212003,0.22881784200911384,0.1862097327908238,,3825029179.9999995,1758,2132,2209,493,689,2127,3937,2887,965,779,539,2359,1653
MDJH,CN,Real Estate,Real Estate Services,0.079773,0.062252,0.0,0.03892,8151310.0,0.05221520810717998,74.50269029595462,3.8901734783480486,12.873375866689972,0.08701459135673574,0.08004914749868279,,33757914.0,1759,2400,3610,2837,2771,2400,4248,3249,169,461,217,2359,4378
SQ,US,Technology,Software Infrastructure,0.079653,0.084863,0.400909,0.80555,1525716000.0,0.21891256814670126,94.46999994673001,20.6806703011574,1.9006136055746907,1.6537173843328183,0.6231701213159087,,35468383600.0,1760,2129,2057,2087,353,645,4308,4108,1898,2884,2670,2359,693
ATLC,US,Financial Services,Credit Services,0.07956,0.095567,0.7039309193206265,1.73136,66289000.0,0.29395482235759707,,,1.9594586770878564,9.408043932589266,0.9039204670467581,,,1761,2018,800,1463,2014,446,4753,4719,1831,4504,4301,2359,4787
PCYG,US,Technology,Software Application,0.079512,0.07376,0.650793,0.08021,18236660.0,0.03741525753092224,53.03514156420443,1.984323479813627,3.046246458526186,0.2547378170335269,0.20302071548285128,0.006940175835776155,84499300.0,1762,2261,1023,2755,2540,2588,4136,2474,1145,836,596,1924,4044
PUMP,US,Energy,Oil & Gas Equipment & Services,0.079427,0.10786,0.28356187211118766,1.57118,142625000.0,0.16817204079211392,6.363840193853138,1.070219992675164,1.6122137994385446,0.4815883545426878,0.3250486905260109,,1037369590.0,1763,1901,2684,1587,1577,894,2152,1482,2213,1294,1059,2359,2525
PRAH,US,Healthcare,Diagnostics & Research,0.079256,0.117406,0.2858989218794741,3.6819,-31642000.0,0.22295596936121492,27.110386634844865,6.044422531929163,0.9688933149431435,2.2517974919058963,0.6924777749877977,,6588366160.0,1764,1812,2673,696,3387,632,3670,3628,3160,3291,3082,2359,1332
RGEN,US,Healthcare,Medical Instruments & Supplies,0.079228,0.112613,0.559292,0.43513,593515000.0,0.020203478497180516,233.58543926019334,4.719238399347782,13.284788773208039,0.3211504782178741,0.24308395108109132,,5001297840.0,1765,1851,1387,2395,721,2762,4463,3430,165,968,730,2359,1499
HA,US,Industrials,Airlines,0.079084,0.115625,0.272527,4.71089,-200510000.0,0.2070482789731151,5.898035618615615,1.2211781241564954,0.8135165399324414,2.8146046019767126,0.7378496320478919,0.017239113506255,1321065610.0,1766,1829,2744,487,3605,681,2125,1722,3341,3548,3338,1493,2366
NVST,US,Healthcare,Medical Instruments & Supplies,0.079081,0.10085,0.549898,1.59531,292700000.0,0.06146545392915655,19.55735294117647,1.2021015761821365,1.4127185561195714,0.7395344895768601,0.42513355958624943,,4255680000.0,1767,1967,1431,1572,1151,2292,3292,1695,2493,1739,1509,2359,1585
SHOO,US,Consumer Cyclical,Footwear & Accessories,0.07907,0.098936,0.383859,1.68939,437608000.0,0.1705622564124847,23.64345693258133,4.032681363812475,2.5558233874092955,0.5433258378686326,0.35204868896575836,0.014494113321289557,3341080542.6,1768,1983,2140,1493,895,876,3515,3290,1406,1398,1165,1612,1735
HOG,US,Consumer Cyclical,Recreational Vehicles,0.07901,0.103624,0.3583790783262825,2.68456,1006051000.0,0.23483106143628682,12.525706563236277,2.941424967484239,1.3147083995980946,4.836011549895538,0.8286500992243753,0.044705305328905424,5306327699.916599,1769,1939,2285,1001,494,596,2771,2937,2631,3962,3753,715,1457
PKI,US,Healthcare,Diagnostics & Research,0.078913,0.113384,0.48412389338180856,2.05327,611547000.0,0.08087144043124232,47.427077223828654,3.8354960505347884,1.8016797931916857,1.3237288472910886,0.5696571907837867,0.0028778556027585066,10792410838.9,1770,1848,1703,1286,705,2025,4080,3232,1993,2572,2352,2074,1121
CXDO,NaN,NaN,NaN,0.0789,0.078623,0.6986007204211693,0.0732,2845000.0,0.25963072714839297,60123.21703248464,15609.834556644631,1.9857934857934858,0.7741053111465694,0.43633560323782605,,68480344200.0,1771,2215,816,2765,2936,523,4701,4661,1800,1794,1567,2359,535
RGR,US,Industrials,Aerospace & Defense,0.078661,0.095918,0.242501,1.81626,188072000.0,0.11311996861184483,25.684851228887304,2.905469564811636,4.070864084645026,0.22246004666185568,0.18197735563573006,0.017264505355141187,829389531.032,1772,2015,2879,1410,1413,1456,3608,2929,833,768,528,1489,2672
MSM,US,Industrials,Industrial Distribution,0.078660906735,0.109867218979,0.420787627111,4.53,829037000.0,0.19097148549939352,13.92118191918508,2.658548791014073,3.028309434276166,0.8118096194137397,0.44806563046973047,0.04763854777286721,3495845440.0,1773,1877,1970,517,574,760,2921,2845,1156,1856,1630,668,1704
OUT,US,Real Estate,REIT Specialty,0.078611,0.157446,0.6903826731006621,0.97835,-214200000.0,0.12808557323093803,30.269007851534617,3.877023221795575,0.6704615384615384,3.9207350521119033,0.7967783289671702,0.049072226016155865,4240688000.0,1774,1461,850,1958,3618,1254,3767,3243,3498,3836,3625,644,1587
VST,US,Utilities,Utilities Independent Power Producers,0.078584,0.170294,1.0,1.85624,-460000000.0,0.11659756250785275,11.887582445515084,1.3860631372581982,0.8994315697420201,2.3441387108933283,0.7009693417493237,0.022027476947144405,11031676509.438,1775,1371,8,1387,3724,1402,2698,1967,3243,3334,3125,1306,1110
TJX,US,Consumer Cyclical,Apparel Retail,0.078438,0.106108,0.356025,2.66787,1740375000.0,0.5501137148440574,23.310732774625457,12.82355380238633,1.2434006825218764,3.0592035051877775,0.753646251358925,0.014048257757998965,76277216610.0,1776,1914,2302,1006,313,247,3500,3992,2729,3622,3410,1628,518
CLFD,US,Technology,Communication Equipment,0.07835728263915512,0.0900783645241489,0.407353166517743,0.5403087577678405,42108000.0,0.08813023696777304,38.73711040048177,3.4139107190412443,5.043089028324955,0.15158495594579346,0.13163158754648474,,282512302.8,1777,2065,2033,2284,2213,1903,3950,3105,623,599,357,2359,3390
PXD,US,Energy,Oil & Gas E&P,0.078172,0.155103,0.4162961431082618,4.52695,-305000000.0,0.06238138460268999,29.96077195767196,1.8689944384850232,0.8778044871794872,0.5733146299199604,0.3643992237897939,0.005606978959912997,22650343600.0,1778,1475,1997,518,3673,2277,3757,2388,3270,1461,1228,1985,849
VPG,US,Technology,Scientific & Technical Instruments,0.078138,0.100888,0.393076,1.63183,123650000.0,0.09192906861120319,21.246078510906795,1.9531322091481607,2.390716559255885,0.5346909181305933,0.34840299881483644,,471407990.0,1779,1966,2094,1538,1659,1842,3396,2452,1505,1380,1147,2359,3053
EHC,US,Healthcare,Medical Care Facilities,0.077894,0.148708,0.96354,3.60865,34800000.0,0.2652714095547996,21.209942626149985,5.626391377015234,1.048266296809986,3.496893950599024,0.7776242866775207,0.014287579951858137,7608006420.0,1780,1533,87,717,2289,512,3393,3581,3032,3749,3538,1621,1275
BRY,US,Energy,Oil & Gas E&P,0.077831,0.073548,0.578509,0.53128,-56196000.0,0.044772573957682055,12.76650480259078,0.5715892804550989,0.6412135761166586,0.7380857382605548,0.4246543896040582,0.07044642331854396,555840852.6,1781,2264,1326,2290,3461,2496,2793,706,3524,1737,1506,431,2938
JNPR,US,Technology,Communication Equipment,0.077608,0.096032,0.588653,0.99081,1665900000.0,0.07482757124886132,22.53762347826087,1.6864356265995748,2.0790206619599716,0.9168221055827875,0.47830317842877673,0.03345131061424747,7775480100.0,1782,2014,1268,1948,330,2108,3463,2256,1733,2004,1775,923,1262
KHC,US,Consumer Defensive,Consumer Packaged Goods,0.077471,0.122673,0.328102,1.58088,222000000.0,0.03748329233093776,18.419207441860465,0.6904125370474401,1.028190476190476,0.9652093059295276,0.4911483489403647,0.05479618646824084,35641166400.0,1783,1761,2451,1580,1315,2585,3222,836,3065,2071,1842,549,691
HAE,US,Healthcare,Medical Instruments & Supplies,0.077418,0.104556,0.493508,1.47691,328817000.0,0.1303437692149158,80.51278846405144,10.494340318407653,2.196472625917867,1.1582193425752287,0.5366550654639297,,6161321650.0,1784,1928,1671,1628,1070,1225,4270,3924,1644,2353,2129,2359,1372
NYT,US,Communication Services,Publishing,0.077236,0.09286,0.610218940240064,0.83539,279136000.0,0.11942460898137633,38.765284643413395,4.629528960591397,1.637740892630713,0.782536392824933,0.43900163608148435,0.00582473973305351,5425821830.4,1785,2042,1185,2063,1172,1369,3952,3410,2184,1813,1586,1975,1442
CTS,US,Technology,Electronic Components,0.077071,0.114744,0.335982,1.09186,140530000.0,0.08920114802119347,27.820527596414543,2.4816230001554715,2.449539959565953,0.5876698772762383,0.37014614038305504,0.005208826454278726,1005600790.5,1786,1834,2406,1887,1586,1890,3689,2766,1469,1486,1253,1996,2550
TMUS,US,Communication Services,Telecom Services,0.07707,0.127161,0.588404,4.01652,-5269000000.0,0.0,,,0.6429249119002439,2.01018048797322,0.6677940063742462,,,1787,1728,1272,609,4027,2973,4753,4719,3523,3145,2936,2359,4787
FOR,US,Real Estate,Real Estate Services,0.077049,0.092692,0.153164,0.78562,,0.04082642583199307,23.548336060606058,0.9613943956451813,0.0,0.800940244958555,0.4447344919969774,,777095090.0,1788,2045,3318,2100,4157,2548,3507,1286,4175,1837,1610,2359,2713
HLX,US,Energy,Oil & Gas Equipment & Services,0.077029,0.090409,0.18331739612107317,0.38722,153508000.0,0.03407819881371459,21.72831160758991,0.7404617228497915,1.538700168444694,0.5278564078063487,0.34548823116449107,,1258482080.0,1789,2062,3176,2442,1531,2622,3423,884,2322,1367,1134,2359,2400
T,US,Communication Services,Telecom Services,0.07673,0.154283,0.535628,1.89208,-14150000000.0,0.07546913761189007,19.108605336977632,1.442109965747662,0.7946626808492113,1.9946043067837,0.6660660649773686,0.056040092907307174,265666940000.0,1790,1482,1495,1364,4102,2097,3255,2026,3360,3135,2926,537,316
ITGR,US,Healthcare,Medical Devices,0.076573,0.127284,0.282181,2.916,236317000.0,0.08358959052068221,30.05483599069922,2.5122714336288103,2.3196316688817165,1.041750543172684,0.5102242027833154,,2895362680.0,1791,1726,2693,923,1272,1987,3759,2783,1559,2175,1953,2359,1831
WH,US,Consumer Cyclical,Lodging,0.076473,0.149537,0.478324,1.62526,37000000.0,0.12953795379537955,36.079915414012746,4.673718415841584,1.08008658008658,2.74009900990099,0.7326273990734613,0.019772102788835327,5664546720.0,1792,1527,1728,1545,2257,1235,3906,3419,2972,3513,3301,1383,1416
HEAR,US,Technology,Consumer Electronics,0.076467,0.046441,0.33543,1.1438,37959000.0,0.28308643728209254,7.160316540347748,2.0269884992190823,1.5877097912925002,1.072207234921987,0.5174227832296671,,128484719.99999999,1793,2585,2410,1857,2253,469,2217,2506,2247,2222,1999,2359,3880
HE,US,Utilities,Utilities Regulated Electric,0.076453,0.121295,0.12505178979621867,2.00876,-8727415000.0,0.0949522434785464,23.861928956827988,2.2657436881765074,0.06670870751344503,4.938620113689339,0.8316107141295564,0.026954241884775267,5244183850.700001,1794,1778,3410,1304,4075,1783,3522,2642,3948,3979,3770,1124,1464
XYL,US,Industrials,Specialty Industrial Machinery,0.076396,0.09278,0.389789,2.21307,949000000.0,0.13561041596212378,37.41534730274314,5.073910811092323,1.6322451698867422,1.607372336827866,0.6164721141374838,0.011597252016908631,15003554268.4,1795,2044,2115,1205,520,1155,3930,3503,2190,2851,2636,1727,996
SOGO,CN,Communication Services,Internet Content & Information,0.076012,0.054967,0.370055,0.22545,851509000.0,0.08378443690332796,18.80688984905449,1.575724675905945,2.8788273946246026,0.4314976074350519,0.3014308967013969,,1675787920.0,1796,2484,2220,2587,562,1983,3240,2150,1227,1203,967,2359,2223
CAG,US,Consumer Defensive,Packaged Foods,0.075997,0.13297,0.2818515704154002,1.7194,-401500000.0,0.10666446591587207,20.353176378240686,2.170960688076586,0.8778670073614406,1.831858407079646,0.646875,0.024188968514251164,17098703475.359999,1797,1674,2695,1471,3707,1561,3343,2583,3269,3041,2828,1221,941
SRDX,US,Healthcare,Diagnostics & Research,0.075862,0.06464,0.8637149394965876,0.55098,61211000.0,0.06196741650070195,82.76419520547944,5.128683355643345,4.028898015735563,0.304849978778282,0.2336283739405123,,628345770.0,1798,2365,284,2275,2055,2286,4279,3510,843,924,685,2359,2848
LUNA,US,Technology,Scientific & Technical Instruments,0.075764,0.047011,0.4989297421908193,0.16779,41072230.0,0.0791858188085347,45.42920792879805,3.5973490276650506,3.409767977817492,0.2824360160857241,0.22023400196430912,0.0011761055168812713,242707814.82000002,1799,2576,1648,2650,2220,2053,4049,3164,1010,887,648,2122,3495
NXST,US,Communication Services,Broadcasting,0.07576,0.212162,0.561339297817541,4.80477,404210000.0,0.11334449423257824,23.89682674119144,2.708573740743895,1.4265811977538028,5.8864177500631305,0.8547866196483894,0.01505199648897235,5502459428.6,1800,1185,1380,476,950,1453,3524,2866,2472,4093,3885,1588,1432
SU,CA,Energy,Oil & Gas Integrated,0.075605,0.051925,0.672387,1.85714,-631000000.0,0.06895485466914038,16.474446153846156,1.1359930402930405,0.940115782480782,1.1272774844203415,0.52991558114832,0.054732658663769265,47759419400.0,1801,2530,936,1385,3758,2186,3112,1605,3192,2305,2081,550,617
RVP,US,Healthcare,Medical Instruments & Supplies,0.075322,0.071101,0.338252,0.09636,20149750.0,0.11029988305142584,16.70865622905569,1.8429628280113208,3.4402583436071703,0.37261259190693446,0.27146238436989584,0.004179063623906341,52602692.800000004,1802,2291,2396,2730,2501,1506,3126,2369,998,1059,821,2032,4233
OTEX,CA,Technology,Software Application,0.07532,0.156179,0.677215,0.8617,482166000.0,0.05847745163392329,51.70393777905859,3.023514520758278,1.2532074593812836,1.5552622840722128,0.6086507415566191,0.015582697840543456,12110354826.3,1803,1470,919,2046,852,2323,4122,2968,2713,2808,2593,1570,1074
